article_topic,sentence,label
"Trent tweak and Konate impact key to Liverpool's formidable defence","Liverpool have by far the best record in terms of expected goals against.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Opponents are struggling to create high-quality chances against them, never mind score.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Only Manchester City have allowed fewer opposition touches in their penalty box.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","If title wins are built on defences, the early evidence suggests Liverpool, with an increased emphasis on control under Slot, are giving themselves a chance.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","What's behind the improvement?","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Slot picked Jarell Quansah alongside Virgil van Dijk at centre-back for Liverpool's opener against Ipswich but he was replaced by Ibrahima Konate after an awkward first half and the French international has started every Premier League game since.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Slot's usage of him differs markedly from Jurgen Klopp's.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He has been more fortunate than his predecessor in the sense that Konate has so far avoided injury.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","But even when he was fit in previous years, Klopp erred on the side of caution when it came to his playing time.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Konate only started 17 Premier League games in each of the last two seasons.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","In Klopp's final campaign in charge, he never started more than four consecutive games in the competition.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","That's changed under Slot.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Konate has started 10 of their last 11 games in all competitions.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","The consistency of selection seems to have helped.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He is learning, growing, getting better and looking after himself much better to be ready every three days, said Van Dijk.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","One area in which they have been particularly dominant is in the air.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Of players to have contested a minimum of 10 aerial duels in the Premier League this season, Konate's success rate of 83 per cent is the best in the division.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Van Dijk is not far behind him on 74 per cent.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Their aerial prowess has been particularly useful at set-pieces; partly in an attacking sense, with both players scoring from dead-ball situations in the 3-1 win over AC Milan in Liverpool's first Champions League game, but even more so defensively.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Liverpool are one of only two sides, along with Brentford, yet to concede from a set-piece.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Last season, by comparison, they conceded a set-piece goal every four games on average.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Konate, second only to Van Dijk for headed clearances among Liverpool players, has played a significant role.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Liverpool supporters will be hoping, given his injury history, that his body stands up to the added workload but the early signs are promising.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Konate and Van Dijk are not the only ones dominating aerially.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Ryan Gravenberch, excellent since moving into the No 6 role under Slot, has been similarly effective, posting a duel success rate only slightly lower than Konate's and further enhancing the side's physicality.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","It is one of many ways in which the Dutch international is helping Liverpool.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He still operates primarily in the opposition half, his technical quality and passing ability helping Slot's side pin opponents back.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","But his activity in his own half has increased significantly.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","The win over RB Leipzig was just the latest in which he has impressed defensively.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","A favourable fixture list has probably helped him bed into the role, having mostly been used as a No 8 by Klopp.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","But initial doubts about his suitability to the position have been eased.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","His ball-winning ability has become a major feature of Liverpool's approach.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Gravenberch is asked to screen Slot's defence but he is also encouraged to press in more advanced areas.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","As such, he ranks third in the league for possessions won and top among midfielders.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He has coped well in one-against-ones too.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Gravenberch has only been dribbled past four times in eight Premier League games so far, while no Liverpool player has made more tackles and interceptions combined.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","The result is that Slot's defence is rarely left exposed.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Trent Alexander-Arnold's passing and dead-ball delivery continue to delight supporters.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He is joint-top among Liverpool players for chances created this season, with 16.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He only has one assist but his 'expected' total of 2.55 is the fourth-highest in the Premier League.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","While he remains a creative force, though, his role has changed under Slot.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Gravenberch's introduction in midfield has allowed the Liverpool boss to use Alexander-Arnold more like a conventional full-back.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He has less responsibility in central zones.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","On the one hand, it means less time on the ball for Alexander-Arnold.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","His numbers for touches and passes are way down from last season.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","But on the other, it means less exposure defensively.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","The 26-year-old never looked truly comfortable out of possession when tucking inside and the numbers support the feeling that he is more at ease following the shift in emphasis.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He is being dribbled past far less and making considerably more tackles.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","It was all there in the 2-1 win over Chelsea on Sunday.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Although not as influential as usual in an attacking sense, Alexander-Arnold played an important role in shackling Jadon Sancho in the first half and Pedro Neto in the second on Chelsea's left flank.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","He dealt well with RB Leipzig's Xavi Simons on Wednesday too.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","His defensive work, often criticised, has been impressive this term.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","In addition to various tactical changes implemented by Slot, there is the overarching importance of playing style.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","A more measured approach means less turbulence in games.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Liverpool needed more games like this last season.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","This was almost like a Manchester City performance in that the game felt over when the second goal went in.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","There was no jeopardy.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Arne Slot's Liverpool aren't going to be as exciting as Jurgen Klopp's - that's impossible.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","But it still might prove to be as successful if not more successful than last season.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","If Liverpool win more games like this today, 2-0, comfortable, then it'll put them in a great position.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Liverpool have proceeded to do exactly that, with Slot having made the best start by any manager in Liverpool's history.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Sunday's trip to the Emirates Stadium, where they were beaten 3-1 in February, will be Liverpool's sternest examination yet.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Before the win over Chelsea, they had not faced any of last season's top six.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","But the manner in which they have handled their last two assignments, against RB Leipzig as well as Chelsea, bodes well for them.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","And while they have injury concerns of their own, now feels like a good time to face the depleted Gunners.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Riccardo Calafiori became the latest Arsenal player to succumb to injury against Shakhtar Donetsk on Tuesday night.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","William Saliba is suspended following his red card against Bournemouth, while doubts remain over Jurrien Timber and Takehiro Tomiyasu is out.","0"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Mohamed Salah, in particular, will be licking his lips at the prospect of facing a makeshift left-back and there are concerns for Mikel Arteta at the other end of the pitch too, with Martin Odegaard unlikely to be fit and Bukayo Saka in a race to be available.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Saka and Odegaard would be huge misses for Arsenal.","1"
"Trent tweak and Konate impact key to Liverpool's formidable defence","Especially given Liverpool's new-found defensive strength under Slot.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","The defender is being assessed by Arsenal after coming off injured in the second half of their 1-0 win over Shakhtar Donetsk at the Emirates Stadium on Tuesday night following an awkward fall.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","Left-back Calafiori, who was replaced by teenager Myles Lewis-Skelly, is the latest player on Arsenal's growing list of potential absentees ahead of a huge game in the league against leaders Liverpool.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","He had to come off because he felt something, Arteta said of Calafiori after the game.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","I don't know the extent of it so in that sense not great news.","1"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","'It was my decision to take him out, said Arteta.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","He had a yellow card and we've played enough with 10 men in recent periods.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","They had a lot of density on that side, a lot of players on that side, so I didn't want to take any chances there.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","Arsenal looked tired by their own manager's admission against Shakhtar, hardly encouraging ahead of the visit of Liverpool, but he is confident that his side will be re-energised by Sunday.","1"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","'We played two nights ago with players coming from internationals after flying from Brazil and many countries, said Arteta, asked if he was concerned the fatigue would impact the Liverpool game.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","'I was expecting a bit of a drop off.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","And the fact that we put so much in the first half and didn't get the distance in terms of the scoreline, I think we paid a bit for that.","1"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","'Then we made life more difficult for us because we started give the ball away in not the right areas and then it was more open.","1"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","That didn't help.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","'But we have now four days.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","Believe me, come Sunday we'll be flying.","1"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","'He added: We\'ll review, have a day off, then two days to prepare the game.","0"
"'Not great news' - Calafiori injury adds to Arteta's woes ahead of Liverpool","Sunday is far and we are more than comfortable that we'll be in the right place.","1"
"Brighton vs Wolves preview: Welbeck doubtful after injury at Newcastle","Amex Stadium.","0"
"Gordon signs new long-term Newcastle deal","Signed from Everton in January 2023, the 23-year-old - who was linked with Liverpool over the summer - has become a key part of Eddie Howe's squad, scoring 15 goals and claiming 11 assists in 74 appearances.","0"
"Gordon signs new long-term Newcastle deal","Gordon competed in the Champions League for the first time last season, a campaign where he also made his senior England debut, before going on to be part of the squad that finished as Euro 2024 runners-up.","0"
"Gordon signs new long-term Newcastle deal","Speaking about his renewed commitment, Gordon said: I just think the club's in a great place.","0"
"Gordon signs new long-term Newcastle deal","Since the takeover it's just been up and up.","0"
"Gordon signs new long-term Newcastle deal","Me and the gaffer are a perfect match in terms of style of play.","0"
"Gordon signs new long-term Newcastle deal","I love it here.","0"
"Gordon signs new long-term Newcastle deal","I'm very happy here, I like living here, the team is very suited to me - and I'm here to win a trophy.","1"
"Gordon signs new long-term Newcastle deal","The short story is we need to win a trophy.","1"
"Gordon signs new long-term Newcastle deal","Winning a trophy here would be unbelievable because the fans have waited so long.","1"
"Gordon signs new long-term Newcastle deal","To be part of that team who finally does it is a massive goal of mine.","1"
"Gordon signs new long-term Newcastle deal","Howe said: I'm delighted Anthony has committed his future to the club.","0"
"Gordon signs new long-term Newcastle deal","He has grown as a player and as a person during his time at Newcastle United and he has continued to prove just how good he is on the biggest stage.","0"
"Gordon signs new long-term Newcastle deal","He is dedicated to improving himself and the team, and when you add that to the quality of his performances and his incredibly high work-rate, it's clear to see why he has such a special connection with our supporters.","1"
"Gordon signs new long-term Newcastle deal","There's even more to come from Anthony and I'm excited about what's ahead forhim and us.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","The French defender was shown a straight red card for pulling down Bournemouth striker Evanilson, as the Gunners went on to lose 2-0 defeat to the Cherries.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","The call was upgraded from a yellow card after VAR Jarred Gillett recommended Jones review the decision on-field.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Saliba played every minute of Arsenal's Premier League campaign last term, as the Gunners registered some of the best defensive numbers in the division last season.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Arsenal's numbers with and without Saliba are stark.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Since coming into the team two years ago, the Frenchman has only missed 11 Premier League matches.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Most of them came at the back end of the 2022-23 season when he picked up a muscular issue.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","The defender missed the season run-in and Arsenal weren't the same defensively.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Two-goal leads were given away, so was an eight-point lead at the top of the Premier League table, as Manchester City claimed the title again.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Saliba's absence comes at a critical time for the Gunners defensively, with Jurrien Timber's fitness another blow for Mikel Arteta.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","The Dutch defender limped out of Arsenal's Champions League win over PSG at half-time on October 1 and has not emerged since.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","If Timber can return in time for the weekend, with more information to be discovered after Arsenal's Champions League game with Shakhtar Donetsk on Tuesday night, then that could allow Ben White to play alongside Gabriel at centre-back.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","White has played the last two seasons as a right-back, but did partner Gabriel as Arsenal's first-choice centre-back pairing during the 2021-22 season.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","If Timber is not available, Arsenal still have plenty of options.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Jakub Kiwior replaced the hole left by Saliba against Bournemouth - though his slack backpass in the build-up to the Cherries' second goal is not ideal preparation.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","Another option to fill that hole in defence is to play Riccardo Calafiori at right-back, which was the change Arteta made against PSG when Timber went off injured.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","But then Arsenal would have to find a slot at left-back.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Oleksandr Zinchenko returned from injury to sit on the bench against Bournemouth, but his defensive abilities have come under question for the last few seasons.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","One standout defensive lapse involving Zinchenko came at Anfield last season, when he allowed Mohamed Salah to cut inside too easily and score, as Liverpool pegged Arsenal back to a 1-1 draw in December.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Arteta may use that moment as a reason not to use Zinchenko if possible.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","Saliba's red card followed sendings off for Leandro Trossard against Manchester City and Declan Rice against Brighton.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","No other Premier League side has been shown more than two red cards this season, while Arsenal have more first half red cards this season then the rest of the 19 Premier League teams combined.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","To get three red cards in the first eight games is really poor, said Jamie Carragher on Monday.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","But if it doesn't change quickly, they're going to have a big problem.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","Even though it's early in the season, you don't want to be three or four points behind Man City.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","It may be a situation when it's a freak - three red cards in eight games, it happens once in your career as a manager.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Except it is not, as it is not the only time we have seen this pattern with Arteta's Arsenal.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","Red cards do seem to come in bunches.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","At the start of 2022, the Gunners picked up three red cards in four games as Gabriel was sent off against Manchester City on New Year's Day - before Granit Xhaka and Thomas Partey were given their marching orders in either leg of their Carabao Cup semi-final defeat to Liverpool.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","In January 2020, there were two London derby red cards in the space of 10 days for Pierre-Emerick Aubameyang and David Luiz away at Crystal Palace then Chelsea respectively.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","At the end of that year, Xhaka and Gabriel were sent off within three days of each other in back-to-back league games against Burnley and Southampton.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","It means Arsenal have picked up 18 Premier League red cards since Arteta moved to north London - significantly more than any other club.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","On top of that, the Gunners have received two first-half red cards this season, the same as the remaining 19 Premier League clubs combined.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","But Arsenal's history with Premier League red cards goes much further back - right back to Arsene Wenger's days, when red cards were not so uncommon in the Gunners' ranks.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","So this is nothing new for the north London club.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","After Wenger arrived at Arsenal in 1996, his team averaged nearly five red cards a season in his first six campaigns.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","When they won the double in 2002, they picked up six red cards that term, including three dismissals before the start of November.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","During that double-winning season, Wenger even admitted his team trained regularly in a shape of 10 players, so high were the chances of getting a player sent off.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","Back then Arsenal's red-card culprits were exactly who you would expect.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Martin Keown and Patrick Vieira were regularly down the tunnel prematurely, while Ray Parlour was sent off twice before Christmas in that 200102 season.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","There was a familiar feeling during Arteta's early years.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Luiz was sent off three times within Arteta's first two years in charge, Xhaka and Gabriel twice in the same period.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","It tended to be the same faces.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","This season, those culprits are more unfamiliar.","0"
"Saliba to miss Liverpool clash - how big a miss will he be?","Rice, Trossard and Saliba have all been dismissed for the first time in their Premier League careers.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","The latter had not even been dribbled past by an attacker once this season before his sending off against Bournemouth on Saturday.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","It creates the notion that Arsenal's spike in red cards is not an old Achilles heel of ill-discipline emerging, rather the Gunners falling victim in unfortunate circumstances to the increased scrutiny on minor incidents.","1"
"Saliba to miss Liverpool clash - how big a miss will he be?","Read the full feature here.","0"
"How Milenkovic helped transform Forest's defence","Milenkovic is winning a lot with Forest at the moment, a team transformed since his arrival from Fiorentina in the summer.","1"
"How Milenkovic helped transform Forest's defence","They now boast the second-best defensive record in the Premier League and could move fifth in the table with a win at Leicester on Friday.","0"
"How Milenkovic helped transform Forest's defence","Something had to change.","0"
"How Milenkovic helped transform Forest's defence","Forest had more 3-2 defeats than clean sheets last season.","0"
"How Milenkovic helped transform Forest's defence","And while Nuno insists that this is a team effort, a product of perspiration in pre-season, nobody underestimates the impact of the 6\'5 centre-back now leading their defence.","1"
"How Milenkovic helped transform Forest's defence","Defending corners had been an issue.","0"
"How Milenkovic helped transform Forest's defence","This season, they have yet to concede from 51 of them.","0"
"How Milenkovic helped transform Forest's defence","Milenkovic ranks second for aerial duels won per 90 minutes by defenders - second only to Virgil van Dijk.","0"
"How Milenkovic helped transform Forest's defence","I work on it, to take up positions, to jump, he explains.","0"
"How Milenkovic helped transform Forest's defence","I am almost two metres high, so it must be one of my qualities to win aerial duels.","1"
"How Milenkovic helped transform Forest's defence","Set-pieces, I think, are just about focus and concentration.","1"
"How Milenkovic helped transform Forest's defence","Ever the perfectionist, he pauses the interview to find the right phrase in English.","0"
"How Milenkovic helped transform Forest's defence","The desire not to concede, he adds.","1"
"How Milenkovic helped transform Forest's defence","It's not just about our back four and goalkeeper.","0"
"How Milenkovic helped transform Forest's defence","It is about the whole team, how the team sacrifices for each other.","1"
"How Milenkovic helped transform Forest's defence","Our team has a good team spirit.","0"
"How Milenkovic helped transform Forest's defence","Our team has a good mentality, a willingness to do that one extra run, to help each other on the pitch.","1"
"How Milenkovic helped transform Forest's defence","Nuno agrees that the improvement is mental as much as physical.","0"
"How Milenkovic helped transform Forest's defence","He sees Milenkovic as a catalyst.","0"
"How Milenkovic helped transform Forest's defence","He is contagious to be around.","0"
"How Milenkovic helped transform Forest's defence","This is what makes him so valuable for us, his character.","1"
"How Milenkovic helped transform Forest's defence","He brought us stability, leadership, aggressiveness, says the Forest boss.","0"
"How Milenkovic helped transform Forest's defence","Defending requires the physical part also but it is a lot about mentality.","1"
"How Milenkovic helped transform Forest's defence","You have to be relentless.","0"
"How Milenkovic helped transform Forest's defence","Attackers have a different mindset.","0"
"How Milenkovic helped transform Forest's defence","One mistake does not mean too much.","0"
"How Milenkovic helped transform Forest's defence","Back there, it needs 100 per cent focus.","1"
"How Milenkovic helped transform Forest's defence","Every minute, every action.","0"
"How Milenkovic helped transform Forest's defence","Nikola has that.","0"
"How Milenkovic helped transform Forest's defence","It reflects his experience.","1"
"How Milenkovic helped transform Forest's defence","Milenkovic is 27, a veteran of two World Cups and someone with seven seasons in Serie A behind him.","0"
"How Milenkovic helped transform Forest's defence","The trend is towards splurging on potential but Forest have acquired the finished article for around £12m.","1"
"How Milenkovic helped transform Forest's defence","Good business, says Nuno.","0"
"How Milenkovic helped transform Forest's defence","Italy was once the home of great defending.","0"
"How Milenkovic helped transform Forest's defence","It remains fertile ground.","0"
"How Milenkovic helped transform Forest's defence","Serie A is more tactical, Milenkovic explains.","1"
"How Milenkovic helped transform Forest's defence","The Premier League is more intense, more physical.","1"
"How Milenkovic helped transform Forest's defence","Here, football is faster.","0"
"How Milenkovic helped transform Forest's defence","The referees do not whistle so many fouls, they let you play.","0"
"How Milenkovic helped transform Forest's defence","Milenkovic was just a teenager when he moved to Florence, signing off with Partizan Belgrade by scoring the winner in the cup final against Red Star to clinch the double.","0"
"How Milenkovic helped transform Forest's defence","He recalls the influence of Franck Ribery, a team-mate for two seasons at Fiorentina.","0"
"How Milenkovic helped transform Forest's defence","It was a pleasure to play with him.","0"
"How Milenkovic helped transform Forest's defence","He is a really, really great person, a great champion.","0"
"How Milenkovic helped transform Forest's defence","He has a culture of incredible work, a really professional player.","0"
"How Milenkovic helped transform Forest's defence","He helped us young players a lot.","0"
"How Milenkovic helped transform Forest's defence","He always gave advice so we could learn a lot from him.","0"
"How Milenkovic helped transform Forest's defence","Did he ever kick the old maestro?","0"
"How Milenkovic helped transform Forest's defence","He always trained 100 per cent, so sometimes maybe.","1"
"How Milenkovic helped transform Forest's defence","A more natural icon of the game for him to be inspired by was his compatriot Nemanja Vidic, the sort of committed figure on which a defender's game could be moulded.","1"
"How Milenkovic helped transform Forest's defence","When I was young I watched a lot of games of Nemanja, says Milenkovic.","0"
"How Milenkovic helped transform Forest's defence","Of course, he is our best defender ever in Serbia.","1"
"How Milenkovic helped transform Forest's defence","I grew up with him.","0"
"How Milenkovic helped transform Forest's defence","I also watched all the video clips on YouTube.","0"
"How Milenkovic helped transform Forest's defence","I learned a lot from watching him.","0"
"How Milenkovic helped transform Forest's defence","I enjoyed the way he played.","0"
"How Milenkovic helped transform Forest's defence","Just as Vidic had Rio Ferdinand, Milenkovic has a defensive foil of his own, the joyous Murillo with his long-range free-kicks and equally ambitious passes.","1"
"How Milenkovic helped transform Forest's defence","The young Brazilian is benefiting from a steadying influence alongside him.","1"
"How Milenkovic helped transform Forest's defence","They are two very different defenders.","0"
"How Milenkovic helped transform Forest's defence","Murillo is left-footed.","0"
"How Milenkovic helped transform Forest's defence","Milenkovic prefers his right.","0"
"How Milenkovic helped transform Forest's defence","Murillo's supposed weaknesses is his height.","0"
"How Milenkovic helped transform Forest's defence","Milenkovic is a monster.","0"
"How Milenkovic helped transform Forest's defence","Nuno readily admits that the presence of one impacted the thinking in bringing in the other.","1"
"How Milenkovic helped transform Forest's defence","More than anything, it was the profile, says Nuno.","0"
"How Milenkovic helped transform Forest's defence","They complement each other.","0"
"How Milenkovic helped transform Forest's defence","I really believe in that.","0"
"How Milenkovic helped transform Forest's defence","Two centre-halves have to work as one.","1"
"How Milenkovic helped transform Forest's defence","They cannot ignore the distance between them.","1"
"How Milenkovic helped transform Forest's defence","It has to be really, really, really tight sometimes.","0"
"How Milenkovic helped transform Forest's defence","The covering, the communication.","0"
"How Milenkovic helped transform Forest's defence","And they have been doing really well.","0"
"How Milenkovic helped transform Forest's defence","Will we see Milenkovic firing off a few goal-bound free-kicks of his own?","0"
"How Milenkovic helped transform Forest's defence","Maybe.","0"
"How Milenkovic helped transform Forest's defence","We will see.","0"
"How Milenkovic helped transform Forest's defence","But there were 17 goals for Fiorentina and while he names the win over Liverpool as his favourite moment so far, there was also his assist for Chris Wood away to Chelsea.","1"
"How Milenkovic helped transform Forest's defence","With my almost two metres, I need to be dangerous in the opponent's box.","0"
"How Milenkovic helped transform Forest's defence","Of course, I have to do more than this.","0"
"How Milenkovic helped transform Forest's defence","I can do more than this.","0"
"How Milenkovic helped transform Forest's defence","And I will do everything.","0"
"How Milenkovic helped transform Forest's defence","And somehow, you just do not doubt that he absolutely means it.","0"
"How Milenkovic helped transform Forest's defence","Nikola Milenkovic plays to win.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","The City GroundAttendance:Attendance29,443.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Chris Wood heaped more misery on a blunt Crystal Palace with the decisive goal in a scrappy 1-0 victory at the City Ground.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Despite Eberechi Eze and Eddie Nketiah's best efforts - both hitting the woodwork - Palace were unable to unlock Forest's stubborn backline, and have now picked up three points from their opening eight matches.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","They are one of four Premier League teams - alongside Ipswich, Southampton and Wolves - yet to find a winning formula this season, with Oliver Glasner conceding Palace's confidence has hit a low.","1"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Eventual scorer Wood missed a hat-trick of chances before unleashing the winner, responsible for nearly all of Forest's first-half xG value (1.15), going closest when connecting with Elliot Anderson's teasing cross.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Ryan Yates hit the post from a looping header at one end, while Nketiah struck the frame of Matz Sels' goal with a long-ranger at the other, but clear-cut chances continued to be at a premium.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","A similar pattern unfolded after the break until Eze drew a wonderful fingertip save from faultless Sels, before Wood finally made persistence pay, his strike squeezing beyond a blundering Dean Henderson after a woeful defensive header from Trevoh Chalobah.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","Forest win their first home game of the campaign as a result, with in-form Wood scoring seven of his side's last 10 league goals and five of their eight this season.","0"
"Wood heaps more misery on Palace as Glasner admits to confidence dip","I was just trying to hit the target, I had a few chances in the first half that didn't go my way, Wood said of his goal.","0"
