article_topic,sentence
Man Utd appoint Amorim and confirm start date,"""Hindsight is a wonderful thing, INEOS realised they made a mistake and that they were in danger of missing out on the top four."
Man Utd appoint Amorim and confirm start date,"They realised they had to make a quick change, and credit to them - they've done just that."""
Man Utd appoint Amorim and confirm start date,"When Ruben Amorim arrives at Carrington on November 11 to begin work as Man Utd boss, the hope will be the team has momentum and confidence from their Premier League home game with Leicester the day before."
Man Utd appoint Amorim and confirm start date,"Certainly, the Portuguese will want to hit the ground running in terms of performances and results to get off on the right foot - who can forget Erik ten Hag's start, when a 2-1 loss at home to Brighton was followed by a 4-0 humbling at Brentford?"
Man Utd appoint Amorim and confirm start date,Those early games could set the tone for what is to come in the remainder of the season - a fast start feels crucial.
Man Utd appoint Amorim and confirm start date,"""Ruud van Nistelrooy has said he's happy to remain in interim charge for as long as is needed by the club."
Man Utd appoint Amorim and confirm start date,"He was told it was short term, and that the club had a candidate they wanted to secure quickly."
Man Utd appoint Amorim and confirm start date,"""I asked Ruud van Nistelrooy if he believed he would remain at the club when the new manager was appointed and he said his contract is to be the assistant manager of Man Utd and that's what his role will revert to when his interim period ends."
Man Utd appoint Amorim and confirm start date,He wants to remain at Old Trafford and help rebuild the club.
Man Utd appoint Amorim and confirm start date,"""He did admit, though, there will need be a conversation when Amorim is in post."
Man Utd appoint Amorim and confirm start date,"We know that Amorim wants to bring his own staff with him, and two are long-serving assistants, so what does that actually mean for van Nistelrooy?"
Man Utd appoint Amorim and confirm start date,Will he be kept on?
Man Utd appoint Amorim and confirm start date,"Or will United have to pay compensation to release him from his contract?"""
Man Utd appoint Amorim and confirm start date,"""I was listening to what Jamie Carragher was saying earlier on and I would like to stress this... because he said something very interesting in relation to Manchester United giving managers too much power."
Man Utd appoint Amorim and confirm start date,"""Well, Ruben Amorim is a man who likes to have that power."
Man Utd appoint Amorim and confirm start date,One of the main topics he discussed with United prior to signing the contract was he wanted to make sure how far he would have an influence on his signings.
Man Utd appoint Amorim and confirm start date,"""He is a very hands-on manager and he doesn't settle for what clubs give him - even at a powerhouse like United."
Man Utd appoint Amorim and confirm start date,"When he sets his sights on a player, he wants him."
Man Utd appoint Amorim and confirm start date,"""He likes to have an influence and he likes to have the power."
Man Utd appoint Amorim and confirm start date,"I don't think [Man City's incoming director of football] Hugo Viana is going to miss him, even though they are the best of friends and one is going to Man City and the other is going to United because when he wants a player, it won't be any different now he is at United."
Man Utd appoint Amorim and confirm start date,"""There has been speculation over some players not fitting into his system and even being sold in January, but one thing I can tell you is that I think Bruno Fernandes will have an even bigger role."
Man Utd appoint Amorim and confirm start date,"""He's of course Portuguese, even if they haven't worked together distantly."
Man Utd appoint Amorim and confirm start date,"I can't tell you which players will thrive but I think they will enjoy his training."""
Man Utd appoint Amorim and confirm start date,Nearly three-quarters of the current Manchester United squad comprises players signed by Erik ten Hag.
Man Utd appoint Amorim and confirm start date,Amorim inherits a side with 19 of the 27-player squad either signed or promoted into the first team by the Dutchman.
Man Utd appoint Amorim and confirm start date,Ten Hag splashed £616.8m on signings during his time at Old Trafford - only Chelsea outspent the club during that period.
Man Utd appoint Amorim and confirm start date,Nearly half of that money was spent on players Ten Hag had managed previously.
Wolves 2-2 Crystal Palace highlights,"MolineuxAttendance:Attendance29,505."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""I don't like to watch football all the time."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"The truth is, I get bored."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,But no one has been bored watching him this season.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"The super sub, the scorer of sensational goals has lit up the Premier League and Champions League."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,There was speculation he might be sold in the summer.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Now the conversation is whether he should dislodge Ollie Watkins as Villa's frontline forward.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Listening to him open up on a variety of topics is as intriguing as his play is thrilling.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Zlatan Ibrahimovic is perhaps unsurprisingly an inspiration.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""I love him for his personality,"" Duran says."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""His self-confidence, his scoring ability, his temper on the pitch."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"And he always said, 'why be like everyone if you can be different?'"
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"So, I like the way he approaches football and life, and I like that example."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""I like to be different."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"I like to do what's good for me, what makes me feel good, not what everyone wants me to do, and I think that's how it's going to be until the day I'm gone."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,This is me.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"I'm going to try to do everything to be happy, and I don't care what they say outside, it's me and my family, and here I am."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Colombian Duran attributes his calmness and nerveless performances on the big stage to his background.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""It's instinctive, the upbringing, where I come from."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,You always have to work for your food.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,People who don't have anything to eat get nervous.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,I'm not nervous.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"I'm very confident in myself and I have this in me."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Son of a miner, Duran takes pride in the fact he has been able to buy his mother a home."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""I think it's the most important challenge I've had in my life."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Thank God, I fulfilled it."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"But behind his laid-back demeanour, his ambitions burn fiercely."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,It has led to some fiery conversations with boss Unai Emery.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""There are [moments of] love and hate, sometimes!"
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"But no, I feel very grateful to him, very grateful to him and his coaching staff."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"We've had many problems, but they're normal, I think,"" says Duran."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""The truth is, I'm very happy to be here with him, to share the space with him, to learn from his teachings."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,He wants to teach me all the time.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"He's protective, sometimes."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""Sometimes it happens, and there are sparks!"
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,So we're constantly fighting!
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"But I think it's normal for a young man of my age, and a person like him who already knows a lot, who has already achieved so many things."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"And the truth is, I feel very, very grateful to be in this space, and that he's a person as great in football as he is."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"To learn more from him every day, and I'm very happy with him here."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""Yes, sometimes we argue."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Because he has his point of view, I have mine, and I've never been the one who stays quiet."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"If I have something to say, no matter who it is, I say it."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,It's clear Duran feels he deserves more playing time.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,That certainly appeared to be the case when he reacted angrily to being subbed off after a rare start against Bologna in the Champions League last month.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"But in Ollie Watkins, he recognises he has a talented team-mate who he is vying with for a role in the XI."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""Yes, patience has never been my thing."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"I've never had patience, to be honest, but you have to acquire it here,"" says Duran."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""Of course, Ollie is a great player, a great striker."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"He's shown a lot, he's helped us a lot."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Last season, the past couple of seasons, he's been incredible."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,He's a great person.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""You have to have patience, and I keep working, and when I get the chance, I'll do what Ollie does and help the team."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"I'm very happy to have competition, healthy competition, with a star from England, as he is now."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Does Duran feel that his patience is improving?
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""Around two per cent!"
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""Now I wait a little bit."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Before, I'd pick arguments every day!"
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Now I wait a day for that, so it's different."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""I think [Watkins] is in his moment, and you have to respect."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Because he has the numbers, he's doing the work, he has everything, he has the understanding, the experience, and I think I'm on my way to that."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,I'm on my way to being at the level.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,I keep working to improve a little more.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Wanting to always be like I am now.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""And for me it's very important, because in the future, we don't know if what's happening now can happen in another team, I don't know."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Nobody knows the future.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"But I think it's also part of life, of work, to be mentally strong, especially."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Because these are issues that, as a young player, you see the numbers he has this season, and you want to play all the time."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"So I think that it helps you to adjust a little for the future."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"And in the future, Duran believes Villa can achieve ""big things""."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Reflecting on how close he was to leaving in the summer and his role now, he says: ""Yes, I think there were rumours."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"As a young man, the head goes to other places."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"But there was always total support from Unai, from [president of football operations] Monchi, and above all from Damian [Vidagany, director of football operations]."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""The three of them are important pillars in this club."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"They have achieved many things in a short time, and they have helped me a lot."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"They were very valuable to me because they kept me grounded, they told me things as they have to be said."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"So I think that helps, in a way, the mind, and they..."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"I don't know, the start of the season was about my mind."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,Now it's different.
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"""With experience, we're going to do big things, and we're working for that."
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,"Thanks to them, we're here, and I'm happy here."""
'Sometimes there are sparks!' Duran on Emery; Zlatan and his Villa heroics,The next chapters in Duran's Villa career look set to be anything other than boring.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"Ruben Amorim has ""done amazing"" work at Sporting - but managing Manchester United ""is five steps up"", says Sky Sports' Paul Merson."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"The Portuguese coach looks poised to take over at Old Trafford and become the permanent successor to Erik ten Hag, who was sacked on Monday."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,Merson has been impressed by the two-time title winner but says the pressure at United will be a whole new challenge for Amorim.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""He's done amazing at Sporting,"" said Merson."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""This is going to be different."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,No disrespect.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,They play against Porto and Benfica and that's it.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,He's coming in to manage one of the biggest clubs in the world.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"We've seen it with Ten Hag: brilliant at Ajax, come to Man Utd, win one, draw one, lose one and you're under pressure."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,There's a lot of work to be done.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,This is five steps up.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""Will Amorim be different to the managers who have gone before?"
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,I don't know if he will.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"He's managed in Portugal, done everything right, his team did very well against Arsenal last year."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,But this is different.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,It's hard to explain.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""We've seen with all these managers, you're under severe pressure every game."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,As a football team they're nowhere near those heights.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,One of the biggest football clubs in the world with a just-above-average football team.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"I can't emphasise enough how far they are behind the big boys at the moment."""
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,Merson says the scale of the task facing Amorim - with United currently seven points off the top four - means qualifying for the Champions League is almost out of reach.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"In fact, Merson believes it would be a stunning season of coaching from the incoming boss if he were to deliver a top-four finish this term."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""I'd be surprised if they went top four,"" said Merson."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""You could put Pep Guardiola in charge of Man Utd and he couldn't turn it around that much."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,It's going to take time.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""They have to build and build whereby in three to four years time United are back where they should be, fighting for Premier League titles."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"They have to be patient, bring players in steadily."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""If they get top four he'd have pulled up trees and should get knighted by our king!"""
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"Merson says Amorim's priority when he arrives is to coach the players into a clear style of play, something he believes Ten Hag never achieved during his tenure."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""Getting the players to understand the way they want to play,"" said Merson when asked about Amorim's first main goal at United."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""I watch Man Utd play and there hasn't been identity there for a long time now."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"He has to come in, get his ideas across and start playing as a team."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,They don't press together.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,He has to get everybody understanding the way he wants to play.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""I don't think anyone could sit there and tell me what Man Utd were trying to do."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"Chelsea against Newcastle, you know what they're trying to do."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,That manager has been in there two or three months.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""They've got to learn how to walk first."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,There are going to be some great times in the next two or three months where they play scintillating football and win games but it's going to be up and down.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"I don't know how long it is going to take but it won't happen overnight on a consistent basis."""
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"Another key for Amorim will be making the right moves in the transfer market, says Merson."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""Ten Hag got the transfer market horribly wrong."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,I'm trying to think who he brought in who was a major success.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,They bought Antony for £80m... That's a sacking in itself!
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""They will need pace at the back [to play Amorim's preferred 3-4-3]."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,They will push their wing backs on to help the two in midfield.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,That's where they'll probably have to recruit: pace at the back.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"""And they need a goalscorer."
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,The two lads up front haven't done it.
Merson says: Amorim amazing at Sporting - but Man Utd five steps up,"Rasmus Hojlund is a young lad and Joshua Zirkzee hasn't been given much time yet but they need a goalscorer."""
Papers: Ten Hag feels 'ruined' by Man Utd sacking,"Erik ten Hag has travelled back to his hometown after being left ""ruined"" by his Manchester United sacking."
Papers: Ten Hag feels 'ruined' by Man Utd sacking,Steven Gerrard is fighting for his job in the Saudi Pro League.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,Lucas Paqueta is set to miss West Ham's Premier League clash with Leicester in December after being summoned to appear in front of a betting investigation in the Brazilian parliament.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,John Textor is in talks to sell his Crystal Palace stake for £230m.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,English stadium safety worries have been raised as the family of a fan who died following a fall at Southampton called in police after learning the club were allegedly warned for years to install handrails.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,An international consortium advised by the veteran football financier Keith Harris is among three leading contenders for a 45 per cent non-controlling stake at Crystal Palace.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,The Welsh Rugby Union has become embroiled in a fresh sexism scandal after threatening to withdraw its women's team from next year's World Cup if players did not sign new contracts.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,"Liverpool have revealed they shut down 100,000 fake ticketing accounts and issued 75 lifetime bans and 136 indefinite suspensions last season as part of a crackdown on ticket touting."
Papers: Ten Hag feels 'ruined' by Man Utd sacking,"Nottingham Forest's owner, Evangelos Marinakis, is suing a Greek football rival for more than £2.1m in a high court libel claim over an alleged ""smear campaign"" including ""false"" allegations of match-fixing."
Papers: Ten Hag feels 'ruined' by Man Utd sacking,Aston Villa are in talks with Morgan Rogers over a contract extension.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,"Real Madrid are reportedly open to selling midfielder Aurelien Tchouameni, who has fallen out of favour at the Bernabeu."
Papers: Ten Hag feels 'ruined' by Man Utd sacking,The Spanish giants also expect Xabi Alonso to take over as manager next summer in a move that will see Carlo Ancelotti handed a role in the club's hierarchy.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,Manchester United reportedly asked high-profile pundits to stop praising Jadon Sancho during the winger's loan stint at Borussia Dortmund.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,A global sports investment group are understood to have made an offer for a 45 per cent stake in Crystal Palace.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,"Under-fire Rangers boss Philippe Clement will be left teetering on the brink of the sack if his side slip up at Hampden this weekend, according to former Ibrox star Billy Dodds."
Papers: Ten Hag feels 'ruined' by Man Utd sacking,"'Europe's most innovative coach', Malmo's Henrik Rydstrom, becomes a shock next Rangers manager favourite."
Papers: Ten Hag feels 'ruined' by Man Utd sacking,Kevin van Veen has appeared in court charged with conducting a three-year campaign of abuse against an ex-partner.
Papers: Ten Hag feels 'ruined' by Man Utd sacking,"St Mirren's Jaden Brown, who drove while banned faces the prospect of being tagged if he doesn't stay out of trouble, a court has warned."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Drogba needed 50 games to reach the 20-goal mark and while Jackson has much to do to even come close to matching his achievements in a Chelsea shirt, his superior scoring rate, at only 23, underlines his value and potential."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"At the same age, Drogba was still playing for Le Mans in France's second tier."
Jackson outscoring Drogba; Werner's unseen work for Spurs,Jackson's youthfulness leaves room for improvement but he has come a long way already.
Jackson outscoring Drogba; Werner's unseen work for Spurs,He arrived from Villarreal last year with only 16 top-flight starts behind him.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"For much of last season, he had to manage the pressure of being Chelsea's only available striker."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"The circumstances were challenging but he produced an encouraging debut campaign, after overcoming a difficult start, and his progress has accelerated in the new one."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Only Cole Palmer, Mohamed Salah, Erling Haaland and Bukayo Saka have registered more goal involvements this term."
Jackson outscoring Drogba; Werner's unseen work for Spurs,His rate of productivity has nearly doubled.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Last season, he averaged a goal or assist every 148 minutes in the Premier League, with 14 and five respectively."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"This term, that figure stands at just 77, his six goals and three assists coming from only 695 minutes played."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"It is little wonder that, despite being three years Jackson's senior at 26, Christopher Nkunku is finding it so difficult to unseat him."
Jackson outscoring Drogba; Werner's unseen work for Spurs,The France international has only started one Premier League game this season.
Jackson outscoring Drogba; Werner's unseen work for Spurs,Jackson's continued improvement means his wait for more playing time is likely to go on for longer.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"After a difficult start to the season, featuring a string of high-profile misses, Timo Werner finally opened his account for the campaign with an emphatic opener inTottenham's2-1 victory over Manchester City in the Carabao Cup on Wednesday night."
Jackson outscoring Drogba; Werner's unseen work for Spurs,The goal was only his third in 26 appearances since his arrival from RB Leipzig in January.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"His numbers were also modest during his spell at Chelsea, where he scored 23 times in 89 games."
Jackson outscoring Drogba; Werner's unseen work for Spurs,But Ange Postecoglou perseveres with him and there are reasons behind it.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"His erratic finishing is of course a source frustration to Spurs supporters, as it was to those of Chelsea, but even when he is not scoring, Werner contributes a lot."
Jackson outscoring Drogba; Werner's unseen work for Spurs,His defensive industry is an asset.
Jackson outscoring Drogba; Werner's unseen work for Spurs,His off-the-ball running in the final third is even more valuable.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Tracking data from Second Spectrum shows that only former Liverpool forward Roberto Firmino, a player famed for the quality of his movement, has averaged more off-the-ball runs per 90 minutes than Werner across the last five Premier League seasons."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"As with Firmino, that volume highlights Werner's selflessness."
Jackson outscoring Drogba; Werner's unseen work for Spurs,He makes his runs not just to put himself in scoring positions but to stretch opposition defences and create space for others.
Jackson outscoring Drogba; Werner's unseen work for Spurs,One such run led to a goal the last time Spurs faced Sunday's opponents Aston Villa in March.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"By driving towards the back post, Werner occupied Matty Cash, ensuring Heung-Min Son had room to dispatch Dejan Kulusevski's cut-back in the 4-0 win."
Jackson outscoring Drogba; Werner's unseen work for Spurs,Werner's willingness to put in the hard yards for the team is not lost on Postecoglou.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Judging by the way in which he was mobbed following his goal on Wednesday night at the Tottenham Hotspur Stadium, it is appreciated by his team-mates too."
Jackson outscoring Drogba; Werner's unseen work for Spurs,He will doubtless relish the opportunity to test Villa's high line on Sunday.
Jackson outscoring Drogba; Werner's unseen work for Spurs,Tottenham became the latest side to get in behindManchester City'sdefence in their Carabao Cup win on Wednesday.
Jackson outscoring Drogba; Werner's unseen work for Spurs,The first example came with Werner's opener in the fifth minute.
Jackson outscoring Drogba; Werner's unseen work for Spurs,He should have had another when put through again in the second half.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"The two chances had different outcomes but came in similar style, with Spurs able to cut through City by attacking directly, and at speed, as they did throughout."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Although the loss was City's first of the campaign, this vulnerability from fast breaks has been a theme."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Amazingly, Pep Guardiola's side have allowed seven more shots from fast breaks than any other Premier League side in all competitions, with 24."
Jackson outscoring Drogba; Werner's unseen work for Spurs,They are fortunate only three of them have resulted in goals but that total is still the joint-highest among Premier League sides.
Jackson outscoring Drogba; Werner's unseen work for Spurs,It is uncharacteristic.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"City are facing nearly three times as many shots from fast breaks as last season, their average up from 0.6 per game to 1.6 this term."
Jackson outscoring Drogba; Werner's unseen work for Spurs,So why is it happening?
Jackson outscoring Drogba; Werner's unseen work for Spurs,"The loss of Rodri from midfield is a factor but it is worth noting that, before his knee injury, he started one of the games in which the issue was most apparent, the goalless draw with Inter in September in which City gave up four shots from fast breaks."
Jackson outscoring Drogba; Werner's unseen work for Spurs,Kyle Walker's absence is probably more pertinent.
Jackson outscoring Drogba; Werner's unseen work for Spurs,His recovery pace has become crucial in mopping up danger behind City's high defensive line.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Due to injury, however, he has only started four games this season."
Jackson outscoring Drogba; Werner's unseen work for Spurs,And even he has been unable to solve the issue.
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Consider the game against Fulham in October, one City were fortunate to win."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"Marco Silva's side caused huge problems from counters that day, with Walker easily outpaced by Adama Traore."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"He is not the first defender to suffer that fate, of course, but his struggles were a reminder of his advancing years."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"At 34, and increasingly troubled by fitness issues, he is not solution he once was behind City's defensive line."
Jackson outscoring Drogba; Werner's unseen work for Spurs,"On Saturday against Bournemouth, a side with more shots from fast breaks than any other since the start of last term, they risk further punishment."
Amorim deal close but his arrival could be delayed,Sporting believe Ruben Amorim’s move to Manchester United is a done deal.
Amorim deal close but his arrival could be delayed,"It is understood an official agreement on terms and a date for Amorim to leave Sporting for United is now getting close, and could be announced on Thursday."
Amorim deal close but his arrival could be delayed,"One option under discussion is that Amorim stays at Sporting for three more games (Estrela, Manchester City, Braga) then moves after November 10 - during the international break."
Amorim deal close but his arrival could be delayed,"Sporting are already resigned to Amorim leaving because of his release clause but they want to make sure his departure is also on their terms, having stood firm on his 30-day notice period."
Amorim deal close but his arrival could be delayed,Amorim has told Sporting he wants to move to United.
Amorim deal close but his arrival could be delayed,Sporting are asking United to pay £4.15m to let Amorim leave immediately and as compensation for the three coaches Amorim wants to take with him to United.
Amorim deal close but his arrival could be delayed,"The coaches are Carlos Fernandes, Adelio Candido and goalkeeping coach Jorge Vital."
Amorim deal close but his arrival could be delayed,Sporting fans were disappointed to discover that Amorim had a relatively low release clause in his contract for so-called 'big clubs'.
